benchmark,bin_idx,tile_width,cir_fidelity,nbins,cir_coherence,cir_transfer_fidelity,cir_duration,n_aods,n_rows,selector_algo,selector_weight,set_size,compilation_time,planning_time,bundling_time,scheduling_time,placement_time,routing_time
knn_n25,0,97.0,0.32315666232629503,5,0.719675516445432,0.700347864034748,20227.53040951418,1,1,sa,1,8,50.55323961516842,0.29038678715005517,0.00331770908087492,49.9286347408779,0.004755266942083836,0.21169428154826164
cat_n22,1,57.0,0.7547029305332741,5,0.941805636091634,0.9157205572498951,4249.569782355503,1,1,sa,1,8,50.55323961516842,0.29038678715005517,0.00331770908087492,49.9286347408779,0.004755266942083836,0.21169428154826164
ghz_n23,1,57.0,0.7432121528811511,5,0.9370805333387591,0.9120631656822731,4399.959937177767,1,1,sa,1,8,50.55323961516842,0.29038678715005517,0.00331770908087492,49.9286347408779,0.004755266942083836,0.21169428154826164
hamsim_n18,1,47.0,0.7873916040097361,5,0.9574327229134381,0.930497374953234,3835.207528197016,1,1,sa,1,8,50.55323961516842,0.29038678715005517,0.00331770908087492,49.9286347408779,0.004755266942083836,0.21169428154826164
bv_n19,2,47.0,0.7929697383461891,5,0.9611415459249131,0.9267809647166121,3295.7045221216576,1,1,sa,1,8,50.55323961516842,0.29038678715005517,0.00331770908087492,49.9286347408779,0.004755266942083836,0.21169428154826164
dj_n16,2,37.5,0.8282137783717951,5,0.9724013480946401,0.9379749638258461,2787.748454656641,1,1,sa,1,8,50.55323961516842,0.29038678715005517,0.00331770908087492,49.9286347408779,0.004755266942083836,0.21169428154826164
multiply_n13,3,28.5,0.6333951745211021,5,0.9170640865750931,0.8606433826830371,10378.837148518582,1,1,sa,1,8,50.55323961516842,0.29038678715005517,0.00331770908087492,49.9286347408779,0.004755266942083836,0.21169428154826164
wstate_n27,4,67.0,0.41469430809519103,5,0.715313100213526,0.805648229109544,18935.27387460348,1,1,sa,1,8,50.55323961516842,0.29038678715005517,0.00331770908087492,49.9286347408779,0.004755266942083836,0.21169428154826164
cat_n22,0,57.0,0.764367403229765,8,0.9538660833049201,0.9157205572498951,3381.999405550015,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
bv_n19,0,47.0,0.7946874741640351,8,0.9632235765240861,0.9267809647166121,3124.873218856545,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
dj_n26,1,67.0,0.7129717850321491,8,0.9280344377395071,0.9011784036598741,4472.832918349535,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
ghz_n23,1,57.0,0.748699329517569,8,0.9439990510043351,0.9120631656822731,3920.225095379881,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
wstate_n24,2,57.0,0.47734512545689406,8,0.7739758459825291,0.8252275899809911,16334.913288766757,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
multiply_n13,3,28.5,0.6333951745211021,8,0.9170640865750931,0.8606433826830371,10378.837148518582,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
swap_test_n25,4,97.0,0.32315666232629503,8,0.719675516445432,0.700347864034748,20227.53040951418,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
qaoa_maxcut_n14,5,47.0,0.773439003356011,8,0.96765784416149,0.9342286880693631,3717.9343891056,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
dj_n16,6,37.5,0.8088720900110781,8,0.949692375692173,0.9379749638258461,5003.108926984825,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
hamsim_n18,7,47.0,0.7574396969994761,8,0.9210125531538831,0.930497374953234,7067.023297419082,1,1,sa,1,10,72.55463985679671,0.3331359871663153,0.0034384080208837986,71.98406083742157,0.004927953705191612,0.08904215227812529
graphstate_n20,0,47.0,0.765537003684951,10,0.946566097945138,0.9011784036598731,4248.585752746101,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
swap_test_n25,1,97.0,0.32315666232629503,10,0.719675516445432,0.700347864034748,20227.53040951418,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
bv_n19,2,47.0,0.7674333243660281,10,0.9301894083799681,0.9267809647166121,5879.924893186189,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
knn_n25,3,97.0,0.32315666232629503,10,0.719675516445432,0.700347864034748,20227.53040951418,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
bv_n14,4,37.0,0.8351225460188411,10,0.961361268153436,0.945512643502422,4389.67977738128,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
wstate_n27,5,67.0,0.48000433479529403,10,0.827967450085033,0.805648229109544,10810.07982561656,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
hamsim_n18,5,47.0,0.760065128800229,10,0.924204959962664,0.930497374953234,6778.673371976133,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
qaoa_maxcut_n14,6,47.0,0.773439003356011,10,0.96765784416149,0.9342286880693631,3717.9343891056,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
cat_n22,7,57.0,0.731941765490534,10,0.913401620877175,0.9157205572498951,6337.518432679891,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
multiply_n13,7,28.5,0.6504026513677641,10,0.948693749094584,0.8589229565610541,6472.604790984137,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
dj_n16,8,37.5,0.8088720900110781,10,0.949692375692173,0.9379749638258461,5003.108926984825,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
dj_n26,9,67.0,0.664782237372678,10,0.865308870324435,0.9011784036598741,8510.274630786686,1,1,sa,1,12,91.08170817419887,0.38178664073348045,0.004095018841326237,90.40286984993145,0.008417180739343166,0.11701624002307653
qaoa_maxcut_n14,0,47.0,0.6066944055076641,11,0.9522141220578181,0.8727832416118031,5648.287644975127,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
bv_n14,0,37.0,0.8234280617563321,11,0.9478990232714111,0.945512643502422,5900.639064655447,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
ghz_n23,1,57.0,0.7531649683236721,11,0.949629560648046,0.9120631656822731,3532.389560372279,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
cat_n22,1,57.0,0.764367403229765,11,0.9538660833049201,0.9157205572498951,3381.999405550015,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
bv_n19,1,47.0,0.7946874741640351,11,0.9632235765240861,0.9267809647166121,3124.873218856545,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
wstate_n24,2,57.0,0.47734512545689406,11,0.7739758459825291,0.8252275899809911,16334.913288766757,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
hamsim_n18,3,47.0,0.7574396969994761,11,0.9210125531538831,0.930497374953234,7067.023297419082,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
graphstate_n20,4,47.0,0.765537003684951,11,0.946566097945138,0.9011784036598731,4248.585752746101,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
knn_n25,5,97.0,0.32315666232629503,11,0.719675516445432,0.700347864034748,20227.53040951418,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
swap_test_n25,6,97.0,0.32315666232629503,11,0.719675516445432,0.700347864034748,20227.53040951418,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
dj_n26,7,67.0,0.664782237372678,11,0.865308870324435,0.9011784036598741,8510.274630786686,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
wstate_n27,8,67.0,0.41469430809519103,11,0.715313100213526,0.805648229109544,18935.27387460348,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
multiply_n13,9,28.5,0.6333951745211021,11,0.9170640865750931,0.8606433826830371,10378.837148518582,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
dj_n16,10,37.5,0.8088720900110781,11,0.949692375692173,0.9379749638258461,5003.108926984825,1,1,sa,1,14,100.03724543424323,0.40897577116265893,0.003974619787186384,99.15059374272823,0.007756091188639402,0.2697662557475269
graphstate_n20,0,47.0,0.765537003684951,3,0.946566097945138,0.9011784036598731,4248.585752746101,1,1,sa,0.8,6,30.56851899623871,0.2580834561958909,0.003200164996087551,30.159928429871798,0.004607334733009338,0.06197716994211078
dj_n26,1,67.0,0.708308338684808,3,0.9219642973780791,0.9011784036598741,4851.429568801817,1,1,sa,0.8,6,30.56851899623871,0.2580834561958909,0.003200164996087551,30.159928429871798,0.004607334733009338,0.06197716994211078
ghz_n23,1,57.0,0.74436560973703,3,0.9385348717285451,0.9120631656822731,4298.821745832165,1,1,sa,0.8,6,30.56851899623871,0.2580834561958909,0.003200164996087551,30.159928429871798,0.004607334733009338,0.06197716994211078
cat_n22,1,57.0,0.756399918573045,3,0.9439233341097231,0.9157205572498951,4096.431591009901,1,1,sa,0.8,6,30.56851899623871,0.2580834561958909,0.003200164996087551,30.159928429871798,0.004607334733009338,0.06197716994211078
bv_n19,1,47.0,0.7894660114887511,3,0.956894754041933,0.9267809647166121,3645.305404316431,1,1,sa,0.8,6,30.56851899623871,0.2580834561958909,0.003200164996087551,30.159928429871798,0.004607334733009338,0.06197716994211078
swap_test_n25,2,97.0,0.32315666232629503,3,0.719675516445432,0.700347864034748,20227.53040951418,1,1,sa,0.8,6,30.56851899623871,0.2580834561958909,0.003200164996087551,30.159928429871798,0.004607334733009338,0.06197716994211078
ghz_n23,0,57.0,0.753511503906174,5,0.9500664907321601,0.9120631656822731,3502.389560372279,1,1,sa,0.8,8,54.08173118811101,0.29779301723465323,0.003244750201702118,53.57924734335393,0.004871218465268612,0.08148604817688465
bv_n19,0,47.0,0.7946874741640351,5,0.9632235765240861,0.9267809647166121,3124.873218856545,1,1,sa,0.8,8,54.08173118811101,0.29779301723465323,0.003244750201702118,53.57924734335393,0.004871218465268612,0.08148604817688465
cat_n22,1,57.0,0.731941765490534,5,0.913401620877175,0.9157205572498951,6337.518432679891,1,1,sa,0.8,8,54.08173118811101,0.29779301723465323,0.003244750201702118,53.57924734335393,0.004871218465268612,0.08148604817688465
multiply_n13,1,28.5,0.6504026513677641,5,0.948693749094584,0.8589229565610541,6472.604790984137,1,1,sa,0.8,8,54.08173118811101,0.29779301723465323,0.003244750201702118,53.57924734335393,0.004871218465268612,0.08148604817688465
hamsim_n18,2,47.0,0.7856798272160991,5,0.9553512794382911,0.930497374953234,4016.5700774229217,1,1,sa,0.8,8,54.08173118811101,0.29779301723465323,0.003244750201702118,53.57924734335393,0.004871218465268612,0.08148604817688465
dj_n16,2,37.5,0.820615134888787,5,0.9634798216004861,0.9379749638258461,3651.8500774229215,1,1,sa,0.8,8,54.08173118811101,0.29779301723465323,0.003244750201702118,53.57924734335393,0.004871218465268612,0.08148604817688465
wstate_n27,3,67.0,0.41469430809519103,5,0.715313100213526,0.805648229109544,18935.27387460348,1,1,sa,0.8,8,54.08173118811101,0.29779301723465323,0.003244750201702118,53.57924734335393,0.004871218465268612,0.08148604817688465
knn_n25,4,97.0,0.32315666232629503,5,0.719675516445432,0.700347864034748,20227.53040951418,1,1,sa,0.8,8,54.08173118811101,0.29779301723465323,0.003244750201702118,53.57924734335393,0.004871218465268612,0.08148604817688465
cat_n22,0,57.0,0.7225274555011061,4,0.9016533556336671,0.9157205572498951,7220.168580248026,1,1,sa,0.8,10,45.40906784730032,0.4693058882839978,0.0035599903203547,44.69230514578521,0.009270897600799799,0.09989717323333025
dj_n26,1,67.0,0.64811387535873,4,0.843612620494639,0.9011784036598741,9975.261742684934,1,1,sa,0.8,10,45.40906784730032,0.4693058882839978,0.0035599903203547,44.69230514578521,0.009270897600799799,0.09989717323333025
qaoa_maxcut_n14,1,47.0,0.60430682315795,4,0.9484667830180411,0.8727832416118031,6070.769010006257,1,1,sa,0.8,10,45.40906784730032,0.4693058882839978,0.0035599903203547,44.69230514578521,0.009270897600799799,0.09989717323333025
bv_n19,1,47.0,0.743384583763204,4,0.9010404477036711,0.9267809647166121,8393.457660667913,1,1,sa,0.8,10,45.40906784730032,0.4693058882839978,0.0035599903203547,44.69230514578521,0.009270897600799799,0.09989717323333025
